sentence,head,tail,head_offset,tail_offset,head_type,tail_type
归并排序是将一个无序数组分成两个子数组分别递归排序后，再将排序好的子数组合并成一个有序数组的排序算法,数组,归并排序,10,0,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序后，再将排序好的子数组合并成一个有序数组的排序算法,数组,排序,10,46,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序后，再将排序好的子数组合并成一个有序数组的排序算法,排序,递归,29,21,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序后，再将排序好的子数组合并成一个有序数组的排序算法,排序,归并排序,29,0,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序后，再将排序好的子数组合并成一个有序数组的排序算法,排序,排序,29,46,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序后，再将排序好的子数组合并成一个有序数组的排序算法,递归,归并排序,21,0,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序后，再将排序好的子数组合并成一个有序数组的排序算法,递归,排序,21,46,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序后，再将排序好的子数组合并成一个有序数组的排序算法,归并排序,排序,0,46,CON,CON
选择排序是每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完的一种排序算法,排序,排序,10,61,CON,CON
选择排序是每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完的一种排序算法,排序,数据元素,10,52,CON,CON
选择排序是每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完的一种排序算法,排序,排序,10,49,CON,CON
选择排序是每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完的一种排序算法,排序,数据元素,10,13,CON,CON
选择排序是每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完的一种排序算法,排序,选择排序,10,0,CON,CON
选择排序是每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完的一种排序算法,排序,数据元素,61,52,CON,CON
选择排序是每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完的一种排序算法,排序,排序,61,49,CON,CON
选择排序是每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完的一种排序算法,排序,数据元素,61,13,CON,CON
选择排序是每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完的一种排序算法,排序,选择排序,61,0,CON,CON
选择排序是每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完的一种排序算法,数据元素,排序,52,49,CON,CON
选择排序是每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完的一种排序算法,数据元素,数据元素,52,13,CON,CON
选择排序是每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完的一种排序算法,数据元素,选择排序,52,0,CON,CON
选择排序是每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完的一种排序算法,排序,数据元素,49,13,CON,CON
选择排序是每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完的一种排序算法,排序,选择排序,49,0,CON,CON
选择排序是每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完的一种排序算法,数据元素,选择排序,13,0,CON,CON
树的核心特征是有且仅有一个根节点，其余节点被分为若干互不相交的有限集合，每个集合又是一棵树且称为该根节点的子树，并且树中没有,集合,子树,38,53,CON,CON
树的核心特征是有且仅有一个根节点，其余节点被分为若干互不相交的有限集合，每个集合又是一棵树且称为该根节点的子树，并且树中没有,集合,根节点,38,13,CON,CON
树的核心特征是有且仅有一个根节点，其余节点被分为若干互不相交的有限集合，每个集合又是一棵树且称为该根节点的子树，并且树中没有,集合,集合,38,33,CON,CON
树的核心特征是有且仅有一个根节点，其余节点被分为若干互不相交的有限集合，每个集合又是一棵树且称为该根节点的子树，并且树中没有,集合,根节点,38,49,CON,CON
树的核心特征是有且仅有一个根节点，其余节点被分为若干互不相交的有限集合，每个集合又是一棵树且称为该根节点的子树，并且树中没有,子树,根节点,53,13,CON,CON
树的核心特征是有且仅有一个根节点，其余节点被分为若干互不相交的有限集合，每个集合又是一棵树且称为该根节点的子树，并且树中没有,子树,集合,53,33,CON,CON
树的核心特征是有且仅有一个根节点，其余节点被分为若干互不相交的有限集合，每个集合又是一棵树且称为该根节点的子树，并且树中没有,子树,根节点,53,49,CON,CON
树的核心特征是有且仅有一个根节点，其余节点被分为若干互不相交的有限集合，每个集合又是一棵树且称为该根节点的子树，并且树中没有,根节点,集合,13,33,CON,CON
树的核心特征是有且仅有一个根节点，其余节点被分为若干互不相交的有限集合，每个集合又是一棵树且称为该根节点的子树，并且树中没有,根节点,根节点,13,49,CON,CON
树的核心特征是有且仅有一个根节点，其余节点被分为若干互不相交的有限集合，每个集合又是一棵树且称为该根节点的子树，并且树中没有,集合,根节点,33,49,CON,CON
叶子节点是树结构中没有子节点的节点，其特点包括处于树的末端位置，没有分支延伸出去，是数据存储或信息表示的最终单元，在一些应用场景,叶子节点,子节点,0,11,CON,CON
二分查找的核心特征是在一个有序数组中，通过不断将数组分成两部分并判断目标值所在的部分，从而逐步缩小查找范围以找到目标值,查找,数组,49,15,CON,CON
二分查找的核心特征是在一个有序数组中，通过不断将数组分成两部分并判断目标值所在的部分，从而逐步缩小查找范围以找到目标值,查找,二分查找,49,0,CON,CON
二分查找的核心特征是在一个有序数组中，通过不断将数组分成两部分并判断目标值所在的部分，从而逐步缩小查找范围以找到目标值,查找,数组,49,24,CON,CON
二分查找的核心特征是在一个有序数组中，通过不断将数组分成两部分并判断目标值所在的部分，从而逐步缩小查找范围以找到目标值,数组,二分查找,15,0,CON,CON
二分查找的核心特征是在一个有序数组中，通过不断将数组分成两部分并判断目标值所在的部分，从而逐步缩小查找范围以找到目标值,数组,数组,15,24,CON,CON
二分查找的核心特征是在一个有序数组中，通过不断将数组分成两部分并判断目标值所在的部分，从而逐步缩小查找范围以找到目标值,二分查找,数组,0,24,CON,CON
队列是一种特殊的线性表，其核心性质为只允许在一端进行插入操作，另一端进行删除操作，遵循先进先出原则,线性表,删除,8,36,CON,CON
队列是一种特殊的线性表，其核心性质为只允许在一端进行插入操作，另一端进行删除操作，遵循先进先出原则,线性表,队列,8,0,CON,CON
队列是一种特殊的线性表，其核心性质为只允许在一端进行插入操作，另一端进行删除操作，遵循先进先出原则,线性表,插入,8,26,CON,CON
队列是一种特殊的线性表，其核心性质为只允许在一端进行插入操作，另一端进行删除操作，遵循先进先出原则,删除,队列,36,0,CON,CON
队列是一种特殊的线性表，其核心性质为只允许在一端进行插入操作，另一端进行删除操作，遵循先进先出原则,删除,插入,36,26,CON,CON
队列是一种特殊的线性表，其核心性质为只允许在一端进行插入操作，另一端进行删除操作，遵循先进先出原则,队列,插入,0,26,CON,CON
简单排序是对数据元素进行比较和交换操作以实现排序，其核心特征是算法逻辑相对直接，通常基于相邻元素的比较和位置交换来逐步将无序序列转变为,排序,数据元素,22,6,CON,CON
简单排序是对数据元素进行比较和交换操作以实现排序，其核心特征是算法逻辑相对直接，通常基于相邻元素的比较和位置交换来逐步将无序序列转变为,排序,简单排序,22,0,CON,CON
简单排序是对数据元素进行比较和交换操作以实现排序，其核心特征是算法逻辑相对直接，通常基于相邻元素的比较和位置交换来逐步将无序序列转变为,数据元素,简单排序,6,0,CON,CON
数据类型的特点是其具有特定的取值范围、存储方式、操作集合以及语义解释等，这些特性共同决定了数据在程序中的表示和使用方式,数据类型,集合,0,26,CON,CON
完全二叉树是若设二叉树的深度为h，除第 h 层外，其它各层 (1～h-1) 的结点数都达到最大个数，第 h,二叉树,完全二叉树,8,0,CON,CON
数据的逻辑结构是指数据元素之间的逻辑关系，它与数据的存储无关，独立于计算机,逻辑结构,数据元素,3,9,CON,CON
树的高度是从根节点到最远叶节点的最长路径长度,根节点,树的高度,6,0,CON,CON
树的高度是从根节点到最远叶节点的最长路径长度,根节点,路径,6,18,CON,CON
树的高度是从根节点到最远叶节点的最长路径长度,树的高度,路径,0,18,CON,CON
稳定性是指在数据结构中，对于相同的输入，排序算法产生的输出序列中相等元素的相对次序保持不变的特性,排序,稳定性,20,0,CON,CON
邻接表是一种用于表示图的数据结构，它由顶点表和边表组成，顶点表中存储图的顶点信息，边表中存储与每个顶点相邻接的顶点,邻接表,图的顶点,0,34,CON,CON
二叉树的遍历是按照某种特定顺序访问二叉树中的每个节点且仅访问一次的操作,访问,遍历,28,4,CON,CON
二叉树的遍历是按照某种特定顺序访问二叉树中的每个节点且仅访问一次的操作,访问,二叉树,28,0,CON,CON
二叉树的遍历是按照某种特定顺序访问二叉树中的每个节点且仅访问一次的操作,访问,二叉树,28,17,CON,CON
二叉树的遍历是按照某种特定顺序访问二叉树中的每个节点且仅访问一次的操作,访问,访问,28,15,CON,CON
二叉树的遍历是按照某种特定顺序访问二叉树中的每个节点且仅访问一次的操作,遍历,二叉树,4,0,CON,CON
二叉树的遍历是按照某种特定顺序访问二叉树中的每个节点且仅访问一次的操作,遍历,二叉树,4,17,CON,CON
二叉树的遍历是按照某种特定顺序访问二叉树中的每个节点且仅访问一次的操作,遍历,访问,4,15,CON,CON
二叉树的遍历是按照某种特定顺序访问二叉树中的每个节点且仅访问一次的操作,二叉树,二叉树,0,17,CON,CON
二叉树的遍历是按照某种特定顺序访问二叉树中的每个节点且仅访问一次的操作,二叉树,访问,0,15,CON,CON
二叉树的遍历是按照某种特定顺序访问二叉树中的每个节点且仅访问一次的操作,二叉树,访问,17,15,CON,CON
队列是一种特殊的线性表，其特点是先进先出，即先进入队列的元素先出队列，新元素总是添加在队列末尾，删除操作总是在队列头部进行,队列,队列,25,43,CON,CON
队列是一种特殊的线性表，其特点是先进先出，即先进入队列的元素先出队列，新元素总是添加在队列末尾，删除操作总是在队列头部进行,队列,删除,25,48,CON,CON
队列是一种特殊的线性表，其特点是先进先出，即先进入队列的元素先出队列，新元素总是添加在队列末尾，删除操作总是在队列头部进行,队列,队列,25,32,CON,CON
队列是一种特殊的线性表，其特点是先进先出，即先进入队列的元素先出队列，新元素总是添加在队列末尾，删除操作总是在队列头部进行,队列,线性表,25,8,CON,CON
队列是一种特殊的线性表，其特点是先进先出，即先进入队列的元素先出队列，新元素总是添加在队列末尾，删除操作总是在队列头部进行,队列,队列,25,0,CON,CON
队列是一种特殊的线性表，其特点是先进先出，即先进入队列的元素先出队列，新元素总是添加在队列末尾，删除操作总是在队列头部进行,队列,队列,25,55,CON,CON
队列是一种特殊的线性表，其特点是先进先出，即先进入队列的元素先出队列，新元素总是添加在队列末尾，删除操作总是在队列头部进行,队列,删除,43,48,CON,CON
队列是一种特殊的线性表，其特点是先进先出，即先进入队列的元素先出队列，新元素总是添加在队列末尾，删除操作总是在队列头部进行,队列,队列,43,32,CON,CON
队列是一种特殊的线性表，其特点是先进先出，即先进入队列的元素先出队列，新元素总是添加在队列末尾，删除操作总是在队列头部进行,队列,线性表,43,8,CON,CON
队列是一种特殊的线性表，其特点是先进先出，即先进入队列的元素先出队列，新元素总是添加在队列末尾，删除操作总是在队列头部进行,队列,队列,43,0,CON,CON
队列是一种特殊的线性表，其特点是先进先出，即先进入队列的元素先出队列，新元素总是添加在队列末尾，删除操作总是在队列头部进行,队列,队列,43,55,CON,CON
队列是一种特殊的线性表，其特点是先进先出，即先进入队列的元素先出队列，新元素总是添加在队列末尾，删除操作总是在队列头部进行,删除,队列,48,32,CON,CON
队列是一种特殊的线性表，其特点是先进先出，即先进入队列的元素先出队列，新元素总是添加在队列末尾，删除操作总是在队列头部进行,删除,线性表,48,8,CON,CON
队列是一种特殊的线性表，其特点是先进先出，即先进入队列的元素先出队列，新元素总是添加在队列末尾，删除操作总是在队列头部进行,删除,队列,48,0,CON,CON
队列是一种特殊的线性表，其特点是先进先出，即先进入队列的元素先出队列，新元素总是添加在队列末尾，删除操作总是在队列头部进行,删除,队列,48,55,CON,CON
队列是一种特殊的线性表，其特点是先进先出，即先进入队列的元素先出队列，新元素总是添加在队列末尾，删除操作总是在队列头部进行,队列,线性表,32,8,CON,CON
队列是一种特殊的线性表，其特点是先进先出，即先进入队列的元素先出队列，新元素总是添加在队列末尾，删除操作总是在队列头部进行,队列,队列,32,0,CON,CON
队列是一种特殊的线性表，其特点是先进先出，即先进入队列的元素先出队列，新元素总是添加在队列末尾，删除操作总是在队列头部进行,队列,队列,32,55,CON,CON
队列是一种特殊的线性表，其特点是先进先出，即先进入队列的元素先出队列，新元素总是添加在队列末尾，删除操作总是在队列头部进行,线性表,队列,8,0,CON,CON
队列是一种特殊的线性表，其特点是先进先出，即先进入队列的元素先出队列，新元素总是添加在队列末尾，删除操作总是在队列头部进行,线性表,队列,8,55,CON,CON
队列是一种特殊的线性表，其特点是先进先出，即先进入队列的元素先出队列，新元素总是添加在队列末尾，删除操作总是在队列头部进行,队列,队列,0,55,CON,CON
顺序表具有随机访问特性即可以通过下标直接访问元素、存储密度高因为元素存储紧凑、逻辑上相邻的元素物理存储位置也相邻以及插入和删除操作效率低尤其是,插入,访问,58,20,CON,CON
顺序表具有随机访问特性即可以通过下标直接访问元素、存储密度高因为元素存储紧凑、逻辑上相邻的元素物理存储位置也相邻以及插入和删除操作效率低尤其是,插入,访问,58,7,CON,CON
顺序表具有随机访问特性即可以通过下标直接访问元素、存储密度高因为元素存储紧凑、逻辑上相邻的元素物理存储位置也相邻以及插入和删除操作效率低尤其是,插入,删除,58,61,CON,CON
顺序表具有随机访问特性即可以通过下标直接访问元素、存储密度高因为元素存储紧凑、逻辑上相邻的元素物理存储位置也相邻以及插入和删除操作效率低尤其是,插入,操作效率,58,63,CON,CON
顺序表具有随机访问特性即可以通过下标直接访问元素、存储密度高因为元素存储紧凑、逻辑上相邻的元素物理存储位置也相邻以及插入和删除操作效率低尤其是,访问,访问,20,7,CON,CON
顺序表具有随机访问特性即可以通过下标直接访问元素、存储密度高因为元素存储紧凑、逻辑上相邻的元素物理存储位置也相邻以及插入和删除操作效率低尤其是,访问,删除,20,61,CON,CON
顺序表具有随机访问特性即可以通过下标直接访问元素、存储密度高因为元素存储紧凑、逻辑上相邻的元素物理存储位置也相邻以及插入和删除操作效率低尤其是,访问,操作效率,20,63,CON,CON
顺序表具有随机访问特性即可以通过下标直接访问元素、存储密度高因为元素存储紧凑、逻辑上相邻的元素物理存储位置也相邻以及插入和删除操作效率低尤其是,访问,删除,7,61,CON,CON
顺序表具有随机访问特性即可以通过下标直接访问元素、存储密度高因为元素存储紧凑、逻辑上相邻的元素物理存储位置也相邻以及插入和删除操作效率低尤其是,访问,操作效率,7,63,CON,CON
顺序表具有随机访问特性即可以通过下标直接访问元素、存储密度高因为元素存储紧凑、逻辑上相邻的元素物理存储位置也相邻以及插入和删除操作效率低尤其是,删除,操作效率,61,63,CON,CON
交换排序是一种通过不断比较和交换元素位置来将无序数据序列调整为有序序列的排序方法,排序,交换排序,36,0,CON,CON
迭代法是一种通过从一个初始估计出发，利用某种迭代公式不断重复计算以逐步逼近问题精确解的方法其特点包括能从一个初始值开始逐步迭代接近目标值,迭代,迭代法,22,0,CON,CON
迭代法是一种通过从一个初始估计出发，利用某种迭代公式不断重复计算以逐步逼近问题精确解的方法其特点包括能从一个初始值开始逐步迭代接近目标值,迭代,迭代,22,61,CON,CON
迭代法是一种通过从一个初始估计出发，利用某种迭代公式不断重复计算以逐步逼近问题精确解的方法其特点包括能从一个初始值开始逐步迭代接近目标值,迭代法,迭代,0,61,CON,CON
单链表的核心特征是每个节点包含数据域和指针域，指针域指向下一个节点，通过依次遍历这些节点形成一个线性序列，且除了尾节点外每个节点,指针,指针,19,23,CON,CON
单链表的核心特征是每个节点包含数据域和指针域，指针域指向下一个节点，通过依次遍历这些节点形成一个线性序列，且除了尾节点外每个节点,指针,遍历,19,38,CON,CON
单链表的核心特征是每个节点包含数据域和指针域，指针域指向下一个节点，通过依次遍历这些节点形成一个线性序列，且除了尾节点外每个节点,指针,单链表,19,0,CON,CON
单链表的核心特征是每个节点包含数据域和指针域，指针域指向下一个节点，通过依次遍历这些节点形成一个线性序列，且除了尾节点外每个节点,指针,尾节点,19,56,CON,CON
单链表的核心特征是每个节点包含数据域和指针域，指针域指向下一个节点，通过依次遍历这些节点形成一个线性序列，且除了尾节点外每个节点,指针,遍历,23,38,CON,CON
单链表的核心特征是每个节点包含数据域和指针域，指针域指向下一个节点，通过依次遍历这些节点形成一个线性序列，且除了尾节点外每个节点,指针,单链表,23,0,CON,CON
单链表的核心特征是每个节点包含数据域和指针域，指针域指向下一个节点，通过依次遍历这些节点形成一个线性序列，且除了尾节点外每个节点,指针,尾节点,23,56,CON,CON
单链表的核心特征是每个节点包含数据域和指针域，指针域指向下一个节点，通过依次遍历这些节点形成一个线性序列，且除了尾节点外每个节点,遍历,单链表,38,0,CON,CON
单链表的核心特征是每个节点包含数据域和指针域，指针域指向下一个节点，通过依次遍历这些节点形成一个线性序列，且除了尾节点外每个节点,遍历,尾节点,38,56,CON,CON
单链表的核心特征是每个节点包含数据域和指针域，指针域指向下一个节点，通过依次遍历这些节点形成一个线性序列，且除了尾节点外每个节点,单链表,尾节点,0,56,CON,CON
二叉树是一种每个节点最多有两个子树的树形结构,子树,二叉树,15,0,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序，再将排序好的子数组合并成一个有序数组的排序算法,排序,排序,28,23,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序，再将排序好的子数组合并成一个有序数组的排序算法,排序,数组,28,17,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序，再将排序好的子数组合并成一个有序数组的排序算法,排序,数组,28,10,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序，再将排序好的子数组合并成一个有序数组的排序算法,排序,排序,28,45,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序，再将排序好的子数组合并成一个有序数组的排序算法,排序,递归,28,21,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序，再将排序好的子数组合并成一个有序数组的排序算法,排序,数组,28,42,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序，再将排序好的子数组合并成一个有序数组的排序算法,排序,数组,28,33,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序，再将排序好的子数组合并成一个有序数组的排序算法,排序,归并排序,28,0,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序，再将排序好的子数组合并成一个有序数组的排序算法,排序,数组,23,17,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序，再将排序好的子数组合并成一个有序数组的排序算法,排序,数组,23,10,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序，再将排序好的子数组合并成一个有序数组的排序算法,排序,排序,23,45,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序，再将排序好的子数组合并成一个有序数组的排序算法,排序,递归,23,21,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序，再将排序好的子数组合并成一个有序数组的排序算法,排序,数组,23,42,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序，再将排序好的子数组合并成一个有序数组的排序算法,排序,数组,23,33,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序，再将排序好的子数组合并成一个有序数组的排序算法,排序,归并排序,23,0,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序，再将排序好的子数组合并成一个有序数组的排序算法,数组,数组,17,10,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序，再将排序好的子数组合并成一个有序数组的排序算法,数组,排序,17,45,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序，再将排序好的子数组合并成一个有序数组的排序算法,数组,递归,17,21,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序，再将排序好的子数组合并成一个有序数组的排序算法,数组,数组,17,42,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序，再将排序好的子数组合并成一个有序数组的排序算法,数组,数组,17,33,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序，再将排序好的子数组合并成一个有序数组的排序算法,数组,归并排序,17,0,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序，再将排序好的子数组合并成一个有序数组的排序算法,数组,排序,10,45,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序，再将排序好的子数组合并成一个有序数组的排序算法,数组,递归,10,21,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序，再将排序好的子数组合并成一个有序数组的排序算法,数组,数组,10,42,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序，再将排序好的子数组合并成一个有序数组的排序算法,数组,数组,10,33,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序，再将排序好的子数组合并成一个有序数组的排序算法,数组,归并排序,10,0,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序，再将排序好的子数组合并成一个有序数组的排序算法,排序,递归,45,21,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序，再将排序好的子数组合并成一个有序数组的排序算法,排序,数组,45,42,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序，再将排序好的子数组合并成一个有序数组的排序算法,排序,数组,45,33,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序，再将排序好的子数组合并成一个有序数组的排序算法,排序,归并排序,45,0,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序，再将排序好的子数组合并成一个有序数组的排序算法,递归,数组,21,42,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序，再将排序好的子数组合并成一个有序数组的排序算法,递归,数组,21,33,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序，再将排序好的子数组合并成一个有序数组的排序算法,递归,归并排序,21,0,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序，再将排序好的子数组合并成一个有序数组的排序算法,数组,数组,42,33,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序，再将排序好的子数组合并成一个有序数组的排序算法,数组,归并排序,42,0,CON,CON
归并排序是将一个无序数组分成两个子数组分别递归排序，再将排序好的子数组合并成一个有序数组的排序算法,数组,归并排序,33,0,CON,CON
二叉树遍历是按照某种规则依次访问二叉树中所有节点且每个节点仅被访问一次的操作,二叉树,遍历,16,3,CON,CON
二叉树遍历是按照某种规则依次访问二叉树中所有节点且每个节点仅被访问一次的操作,二叉树,访问,16,31,CON,CON
二叉树遍历是按照某种规则依次访问二叉树中所有节点且每个节点仅被访问一次的操作,二叉树,二叉树,16,0,CON,CON
二叉树遍历是按照某种规则依次访问二叉树中所有节点且每个节点仅被访问一次的操作,二叉树,访问,16,14,CON,CON
二叉树遍历是按照某种规则依次访问二叉树中所有节点且每个节点仅被访问一次的操作,遍历,访问,3,31,CON,CON
二叉树遍历是按照某种规则依次访问二叉树中所有节点且每个节点仅被访问一次的操作,遍历,二叉树,3,0,CON,CON
二叉树遍历是按照某种规则依次访问二叉树中所有节点且每个节点仅被访问一次的操作,遍历,访问,3,14,CON,CON
二叉树遍历是按照某种规则依次访问二叉树中所有节点且每个节点仅被访问一次的操作,访问,二叉树,31,0,CON,CON
二叉树遍历是按照某种规则依次访问二叉树中所有节点且每个节点仅被访问一次的操作,访问,访问,31,14,CON,CON
二叉树遍历是按照某种规则依次访问二叉树中所有节点且每个节点仅被访问一次的操作,二叉树,访问,0,14,CON,CON
选择排序是一种每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完的排序算法,排序,数据元素,51,15,CON,CON
选择排序是一种每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完的排序算法,排序,排序,51,61,CON,CON
选择排序是一种每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完的排序算法,排序,数据元素,51,54,CON,CON
选择排序是一种每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完的排序算法,排序,排序,51,12,CON,CON
选择排序是一种每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完的排序算法,排序,选择排序,51,0,CON,CON
选择排序是一种每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完的排序算法,数据元素,排序,15,61,CON,CON
选择排序是一种每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完的排序算法,数据元素,数据元素,15,54,CON,CON
选择排序是一种每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完的排序算法,数据元素,排序,15,12,CON,CON
选择排序是一种每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完的排序算法,数据元素,选择排序,15,0,CON,CON
选择排序是一种每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完的排序算法,排序,数据元素,61,54,CON,CON
选择排序是一种每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完的排序算法,排序,排序,61,12,CON,CON
选择排序是一种每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完的排序算法,排序,选择排序,61,0,CON,CON
选择排序是一种每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完的排序算法,数据元素,排序,54,12,CON,CON
选择排序是一种每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完的排序算法,数据元素,选择排序,54,0,CON,CON
选择排序是一种每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完的排序算法,排序,选择排序,12,0,CON,CON
非线性结构是指在该结构中至少存在一个数据元素，它具有两个或两个以上的前驱或后继，其数据元素之间的关系不再是一对一的线性关系,数据元素,数据元素,18,41,CON,CON
非线性结构是指在该结构中至少存在一个数据元素，它具有两个或两个以上的前驱或后继，其数据元素之间的关系不再是一对一的线性关系,数据元素,非线性结构,18,0,CON,CON
非线性结构是指在该结构中至少存在一个数据元素，它具有两个或两个以上的前驱或后继，其数据元素之间的关系不再是一对一的线性关系,数据元素,非线性结构,41,0,CON,CON
树是一种非线性的数据结构，它有一个根节点，根节点可以有零个或多个子节点，每个子节点又可以有零个或多个子节点，以此类推，,子节点,根节点,38,21,CON,CON
树是一种非线性的数据结构，它有一个根节点，根节点可以有零个或多个子节点，每个子节点又可以有零个或多个子节点，以此类推，,子节点,子节点,38,32,CON,CON
树是一种非线性的数据结构，它有一个根节点，根节点可以有零个或多个子节点，每个子节点又可以有零个或多个子节点，以此类推，,子节点,根节点,38,17,CON,CON
树是一种非线性的数据结构，它有一个根节点，根节点可以有零个或多个子节点，每个子节点又可以有零个或多个子节点，以此类推，,子节点,子节点,38,50,CON,CON
树是一种非线性的数据结构，它有一个根节点，根节点可以有零个或多个子节点，每个子节点又可以有零个或多个子节点，以此类推，,根节点,子节点,21,32,CON,CON
树是一种非线性的数据结构，它有一个根节点，根节点可以有零个或多个子节点，每个子节点又可以有零个或多个子节点，以此类推，,根节点,根节点,21,17,CON,CON
树是一种非线性的数据结构，它有一个根节点，根节点可以有零个或多个子节点，每个子节点又可以有零个或多个子节点，以此类推，,根节点,子节点,21,50,CON,CON
