sentence,relation,head,tail,head_offset,tail_offset
树是一种非线性的数据结构，它有一个根节点，其余节点分为若干互不相交的子树，每个子树也是一棵树且具有递归性质,none,根节点,子树,17,34
在树形结构中一个节点若存在直接的前驱节点且该前驱节点可引出包括此节点在内的子树则此前驱节点为此节点的父节点,none,前驱节点,前驱节点,16,22
二叉搜索树是一棵空树或者具有下列性质的二叉树：若它的左子树不空，则左子树上所有结点的值均小于它的根结点的值,b-belg,二叉搜索树,二叉树,0,19
链表是一种物理存储单元上非连续、非顺序的存储结构，数据元素的逻辑顺序是通过链表中的指针链接次序实现的线性表,b-belg,链表,存储结构,0,20
二叉搜索树是一棵空树或者具有如下性质的二叉树：若它的左子树不空，则左子树上所有结点的值均小于它的根结点的值,b-belg,二叉搜索树,二叉树,0,19
比较排序是一种排序算法，其核心特征是通过元素之间的比较来确定元素的相对顺序，从而将待排序序列转换为有序序列,b-belg,比较排序,排序,0,7
邻接表是一种用于表示图的数据结构，对于图中的每个顶点，它都有一个链表，链表中存储了与该顶点相邻接的其他顶点,belg,邻接表,链表,0,32
满二叉树是一棵深度为k且有2^k - 1个节点的二叉树，其中每一层上的节点数都达到最大值，即第i层有2^(,b-belg,满二叉树,二叉树,0,24
有向图是一种图结构，其中边具有方向，即从一个顶点指向另一个顶点，这是有向图区别于无向图的核心特征，在有向图,b-belg,有向图,图,0,6
链表是一种物理存储单元上非连续、非顺序的存储结构，数据元素的逻辑顺序是通过链表中的指针链接次序实现的线性表,b-belg,链表,存储结构,0,20
图是由顶点集合及顶点间的关系集合组成的数据结构，顶点集合中的元素是图的顶点，关系集合中的元素是顶点之间的边,none,集合,集合,5,14
完全二叉树是若设二叉树的深度为h，除第 h 层外，其它各层 (1～h-1) 的结点数都达到最大个数，第 h,b-belg,完全二叉树,二叉树,0,8
链表是一种物理存储单元上非连续、非顺序的存储结构，数据元素的逻辑顺序是通过链表中的指针链接次序实现的线性表,b-belg,链表,存储结构,0,20
有向图的核心性质是其边具有方向性，即从一个顶点指向另一个顶点，这种方向性决定了图中顶点之间的关系和路径走向,rely,有向图,路径,0,49
深度为k有n个结点的二叉树，当且仅当其每一个结点都与深度为k的满二叉树中编号从1至n的结点一一对应时为完全,none,二叉树,满二叉树,10,31
二叉搜索树是一棵空树或者具有如下性质的二叉树：若它的左子树不空，则左子树上所有结点的值均小于它的根结点的值,b-belg,二叉搜索树,二叉树,0,19
完全二叉树是若设二叉树的深度为h，除第 h 层外，其它各层 (1～h-1) 的结点数都达到最大个数，第 h,b-belg,完全二叉树,二叉树,0,8
堆是一种特殊的数据结构，它满足父节点的值大于或小于其子节点的值（大顶堆或小顶堆），并且具有完全二叉树的结构,none,父节点,完全二叉树,15,45
二叉树是一种每个节点最多有两个子树的树形结构包括一个根节点以及左子树和右子树并且左子树和右子树也都是二叉树,belg,二叉树,子树,0,15
堆是一种特殊的数据结构，它满足父节点的值大于或小于其子节点的值（大顶堆或小顶堆），并且具有完全二叉树的形态,none,父节点,完全二叉树,15,45
链表是一种物理存储单元上非连续、非顺序的存储结构，数据元素的逻辑顺序是通过链表中的指针链接次序实现的线性表,b-belg,链表,存储结构,0,20
平衡二叉树的核心特征是其每个节点的左右两个子树的高度差的绝对值不超过1，并且左右两个子树都是一棵平衡二叉树,rely,平衡二叉树,树的高度,0,22
二叉搜索树是一棵空树或者具有如下性质的二叉树：若它的左子树不空，则左子树上所有结点的值均小于它的根结点的值,b-belg,二叉搜索树,二叉树,0,19
二叉树的核心特征是每个节点最多有两个子节点，即度最大为2，并且二叉树具有递归的结构，其左右子树也均为二叉树,belg,二叉树,子节点,0,18
满二叉树是一棵深度为k且有2^k - 1个节点的二叉树，其中每一层的节点数都达到了该层所能容纳的最大节点数,b-belg,满二叉树,二叉树,0,24
二叉搜索树是一棵空树或者具有下列性质的二叉树：若它的左子树不空，则左子树上所有结点的值均小于它的根结点的值,b-belg,二叉搜索树,二叉树,0,19
完全二叉树是这样一种二叉树，若设二叉树的深度为h，除第 h 层外，其它各层 (1～h-1) 的结点数都达到,b-belg,完全二叉树,二叉树,0,10
树的节点的核心性质是每个节点有零个或多个子节点，且有一个特定的根节点，除根节点外每个节点有且仅有一个父节点,belg,树的节点,子节点,0,20
连通图是指在无向图中任意两个顶点之间都存在路径，或者在有向图中对于每一对顶点u和v，都存在一条从u到v和从,rely,连通图,无向图,0,6
邻接表是一种用于表示图的数据结构，对于图中的每个顶点，它都有一个链表，链表中存储了与该顶点相邻接的其他顶点,belg,邻接表,链表,0,32
顺序表具有逻辑上相邻的元素在物理存储位置上也相邻、可以随机访问元素、存储密度高但插入和删除操作效率低等特点,none,访问,插入,29,40
子节点是树结构中与父节点直接相连且处于较低层次的节点，具有从属于父节点的关系且在树的层级结构中有其特定位置,b-belg,子节点,父节点,0,9
完全二叉树是深度为k的具有n个结点的二叉树，当且仅当其每一个结点都与深度为k的满二叉树中编号从1至n的结点,b-belg,完全二叉树,二叉树,0,18
回路是指在图中从一个顶点出发，沿着边经过若干个顶点后又回到该顶点的路径且路径中除起点和终点外其他顶点不重复,belg,回路,路径,0,33
完全二叉树是若设二叉树的深度为h，除第 h 层外，其它各层 (1～h-1) 的结点数都达到最大个数，第 h,b-belg,完全二叉树,二叉树,0,8
非线性结构是一种数据元素之间存在一对多或多对多关系的数据结构，其数据元素的逻辑关系不再是简单的线性顺序关系,belg,非线性结构,数据元素,0,8
完全二叉树是这样一种二叉树，若设二叉树的深度为h，除第 h 层外，其它各层 (1～h-1) 的结点数都达到,b-belg,完全二叉树,二叉树,0,10
链表是一种物理存储单元上非连续、非顺序的存储结构，数据元素的逻辑顺序是通过链表中的指针链接次序实现的线性表,b-belg,链表,存储结构,0,20
路径是图中从一个顶点到另一个顶点的顶点序列（若图是有向图则是有向顶点序列，若为无向图则可视为双向顶点序列）,none,路径,有向图,0,25
树的节点的核心性质是每个节点有零个或多个子节点，且有且仅有一个根节点，除根节点外每个节点有且仅有一个父节点,belg,树的节点,子节点,0,20
加权图是一种图结构，其中图的每条边都被赋予一个数值作为权值，这些权值可以表示诸如距离、成本、时间等某种度量,b-belg,加权图,图,0,6
完全二叉树是若设二叉树的高度为h，除第 h 层外，其它各层 (1～h-1) 的结点数都达到最大个数，第 h,b-belg,完全二叉树,二叉树,0,8
满二叉树是深度为k且有2的k次方减1个节点的二叉树其中每一层上的节点数都达到最大值即该层节点数等于2的（该,b-belg,满二叉树,二叉树,0,22
链表是一种物理存储单元上非连续、非顺序的存储结构，数据元素的逻辑顺序是通过链表中的指针链接次序实现的线性表,b-belg,链表,存储结构,0,20
树的高度是从根节点到最远叶子节点路径上的边数或节点数，其特点是在有根树中反映了树的层次结构和规模大小等情况,rely,树的高度,根节点,0,6
邻接表是一种用于表示图的数据结构，对于图中的每个顶点，它都有一个链表，链表中存储了与该顶点相邻接的其他顶点,none,邻接表,链表,0,32
连通图是指在无向图中，若任意两个顶点之间都存在路径相通，则该无向图为连通图，在有向图中，若对于每一对顶点u,b-belg,连通图,无向图,0,6
完全二叉树是深度为k的具有n个结点的二叉树，当且仅当其每一个结点都与深度为k的满二叉树中编号从1至n的结点,b-belg,完全二叉树,二叉树,0,18
邻接矩阵的核心性质是若图中有从顶点i到顶点j的边则邻接矩阵中第i行第j列元素为1否则为0且主对角线元素表示,syno,邻接矩阵,邻接矩阵,0,25
满二叉树是一棵深度为k且有2^k - 1个节点的二叉树，其中每一层的节点数都达到最大值，即第i层有2^(i,b-belg,满二叉树,二叉树,0,24
有向图是由顶点集和有向边集组成，其中有向边是顶点的有序对，其方向具有特定意义，不同于无向图中边的无方向性，,anto,有向图,无向图,0,42
完全二叉树的核心特征是：若设二叉树的深度为h，除第 h 层外，其它各层 (1～h-1) 的结点数都达到最大,b-belg,完全二叉树,二叉树,0,14
树是一种非线性的数据结构，有且仅有一个根节点，每个节点有零个或多个子节点，且任意两个节点间有唯一的一条路径,none,根节点,子节点,19,33
回路是指在图中从一个顶点出发，沿着边经过若干顶点后又回到该起始顶点的路径且路径中顶点不重复（除起始顶点外）,belg,回路,路径,0,34
递归基础的核心特征是存在一种简单情况或终止条件，在此情况下递归函数直接返回一个确定的结果而不再进行递归调用,rely,递归基础,递归,0,49
链表是一种物理存储单元上非连续、非顺序的存储结构，数据元素的逻辑顺序是通过链表中的指针链接次序实现的线性表,b-belg,链表,存储结构,0,20
完全二叉树是深度为k的具有n个结点的二叉树，当且仅当其每一个结点都与深度为k的满二叉树中编号从1至n的结点,b-belg,完全二叉树,二叉树,0,18
冒泡排序是一种比较相邻元素大小，若顺序错误就把它们交换过来，不断重复此操作直到整个数组都被排序好的排序算法,rely,冒泡排序,数组,0,41
连通图是指在无向图中任意两个顶点之间都存在路径，或者在有向图中对于每一对顶点u和v，都存在从u到v以及从v,rely,连通图,无向图,0,6
集合是由确定的、互不相同的对象所组成的整体这些对象具有明确的确定性、互异性且组成集合的对象之间没有顺序要求,none,集合,集合,0,40
链表是一种物理存储单元上非连续、非顺序的存储结构，数据元素的逻辑顺序是通过链表中的指针链接次序实现的线性表,b-belg,链表,存储结构,0,20
树的高度是从根节点到最远叶子节点的最长简单路径上的边数，它反映了树中节点层次结构的深度以及树的结构复杂程度,rely,树的高度,根节点,0,6
链表是一种物理存储单元上非连续、非顺序的存储结构，数据元素的逻辑顺序是通过链表中的指针链接次序实现的线性表,b-belg,链表,存储结构,0,20
二叉搜索树是一棵空树或者具有下列性质的二叉树：若它的左子树不空，则左子树上所有结点的值均小于它的根结点的值,b-belg,二叉搜索树,二叉树,0,19
树的节点的核心性质包括每个节点有零个或多个子节点、有且仅有一个根节点、除根节点外每个节点有且仅有一个父节点,belg,树的节点,子节点,0,21
平衡二叉树或者是一棵空树，或者是具有下列性质的二叉排序树：它的左子树和右子树都是平衡二叉树，且左子树和右子,b-attr,平衡二叉树,排序,0,25
二叉搜索树是一棵空树或者具有如下性质的二叉树：若它的左子树不空，则左子树上所有结点的值均小于它的根结点的值,b-belg,二叉搜索树,二叉树,0,19
满二叉树是一棵深度为k且有2^k - 1个节点的二叉树，其中每一层上的节点数都达到最大值即第i层有2^(i,b-belg,满二叉树,二叉树,0,24
满二叉树是一棵深度为k且有2^k-1个节点的二叉树，其中每一层上的节点数都达到最大值，即对于深度为i的层，,b-belg,满二叉树,二叉树,0,22
归并排序是将一个无序数组分成两个子数组分别递归进行排序后再将排序好的子数组合并成一个有序数组的一种排序算法,rely,归并排序,数组,0,10
图的顶点是图结构中的基本元素，是构成图的节点，用于表示图中的对象或实体，在有向图中顶点有入度和出度，在无向,belg,图的顶点,有向图,0,37
映射是一种具有特定对应关系的数据结构特点，对于集合A中的任意一个元素，在集合B中都有唯一确定的元素与之对应,rely,映射,集合,0,23
满二叉树是一棵深度为k且有2^k - 1个节点的二叉树，其每一层上的节点数都达到最大值即该层节点数为2^(,b-belg,满二叉树,二叉树,0,24
递归基础是递归算法中最简单的情况，通常是递归函数的终止条件，其核心特征是不需要再次调用自身就能直接得到结果,belg,递归基础,递归,0,5
链表是一种物理存储单元上非连续、非顺序的存储结构，数据元素的逻辑顺序是通过链表中的指针链接次序实现的线性表,b-belg,链表,存储结构,0,20
双向链表是一种链表结构，每个节点除了有指向下一个节点的指针外还有指向前一个节点的指针，从而可以双向遍历链表,b-belg,双向链表,链表,0,7
完全二叉树是深度为k的具有n个结点的二叉树，当且仅当其每一个结点都与深度为k的满二叉树中编号从1至n的结点,b-belg,完全二叉树,二叉树,0,18
连通图是指在无向图中，若任意两个顶点之间都存在路径相通，则该无向图为连通图，在有向图中，若对于每一对顶点u,b-belg,连通图,无向图,0,6
二叉树遍历分为前序遍历中序遍历和后序遍历，前序遍历是根左右，中序遍历是左根右，后序遍历是左右根，每种遍历都,rely,二叉树,遍历,0,3
存储结构的核心性质是数据元素及其关系在计算机存储器中的表示方式以及这种表示对数据操作和访问效率等方面的影响,belg,存储结构,数据元素,0,10
穷举法是一种通过对问题所有可能情况逐一进行检验，从而找出符合条件的解的方法其特点在于遍历所有可能情况来求解,rely,穷举法,遍历,0,42
满二叉树的核心特征是一棵深度为k且有2^k - 1个节点的二叉树，其每一层上的节点数都达到最大值，即第i层,b-belg,满二叉树,二叉树,0,29
有向图是由顶点集和有向边集组成的一种图结构，其中有向边是顶点的有序对，表示从一个顶点到另一个顶点的单向连接,b-belg,有向图,图,0,18
完全二叉树是若设二叉树的深度为h，除第 h 层外，其它各层 (1～h-1) 的结点数都达到最大个数，第 h,b-belg,完全二叉树,二叉树,0,8
父节点是在树形结构中，直接有一个或多个子节点连接于其下的节点，且在树的层级关系中处于比子节点更高一级的位置,belg,父节点,子节点,0,19
二分查找是在有序数组中通过不断将区间分成两半并根据目标值与中间元素的比较结果来确定目标值所在位置的查找算法,rely,二分查找,数组,0,8
有向图是由顶点集和有向边集组成的一种图结构，其中有向边是顶点的有序对，表示从一个顶点到另一个顶点的单向关系,b-belg,有向图,图,0,18
二叉树的特点是每个节点最多有两棵子树，并且子树有左右之分，其定义涵盖了节点间的层次关系、遍历顺序等相关特性,belg,二叉树,子树,0,16
完全二叉树是深度为k的具有n个结点的二叉树，当且仅当其每一个结点都与深度为k的满二叉树中编号从1至n的结点,b-belg,完全二叉树,二叉树,0,18
存储结构的核心性质是数据元素及其关系在计算机存储器中的表示方式以及如何利用这种表示进行高效的存储和访问操作,belg,存储结构,数据元素,0,10
连通图是指在无向图中，若任意两个顶点之间都存在路径，则该无向图为连通图，在有向图中，若对于每一对顶点vi和,b-belg,连通图,无向图,0,6
完全二叉树是若设二叉树的深度为h，除第 h 层外，其它各层 (1～h-1) 的结点数都达到最大个数，第 h,b-belg,完全二叉树,二叉树,0,8
树的节点的核心性质包括每个节点有零个或多个子节点、有且仅有一个根节点、除根节点外每个节点有且仅有一个父节点,belg,树的节点,子节点,0,21
平衡二叉树的核心特征是其每个节点的左子树和右子树的高度差的绝对值不超过1并且左右两个子树都是一棵平衡二叉树,belg,平衡二叉树,左子树,0,17
完全二叉树是若设二叉树的深度为h，除第 h 层外，其它各层 (1～h-1) 的结点数都达到最大个数，第 h,b-belg,完全二叉树,二叉树,0,8
完全二叉树是深度为k的具有n个结点的二叉树，当且仅当其每一个结点都与深度为k的满二叉树中编号从1至n的结点,b-belg,完全二叉树,二叉树,0,18
数组是一种有序数据集合，其中每个元素具有相同的数据类型，通过一个统一的数组名和下标来唯一标识和访问这些元素,b-belg,数组,集合,0,9
在图论中，回路是指一条起始顶点与终止顶点相同的路径，且路径中除起始顶点与终止顶点可相同外，其余顶点均不重复,belg,回路,路径,5,23
完全二叉树是深度为k的具有n个结点的二叉树，当且仅当其每一个结点都与深度为k的满二叉树中编号从1至n的结点,b-belg,完全二叉树,二叉树,0,18
二叉搜索树是一棵空树或者具有如下性质的二叉树：若它的左子树不空，则左子树上所有结点的值均小于它的根结点的值,b-belg,二叉搜索树,二叉树,0,19
二叉搜索树是一棵空树或者具有下列性质的二叉树：若它的左子树不空，则左子树上所有结点的值均小于它的根结点的值,b-belg,二叉搜索树,二叉树,0,19
操作效率是指在数据结构中执行特定操作（如插入、删除、查找等）所花费的时间或资源的多少来衡量该操作的效率情况,rely,操作效率,插入,0,20
线性查找的核心特征是从数据序列的第一个元素开始，依次逐个检查每个元素，直到找到目标元素或遍历完整个序列为止,rely,查找,遍历,2,44
加权图是一种图结构，其中图的每条边都被赋予一个数值作为权值，这些权值可以表示诸如距离、成本、容量等某种度量,b-belg,加权图,图,0,6
线性查找的核心特征是从数据序列的第一个元素开始，依次逐个检查每个元素，直到找到目标元素或遍历完整个序列为止,rely,查找,遍历,2,44
平衡二叉树的核心性质是树上任一结点的左子树和右子树的高度之差不超过1，并且左子树和右子树都是一棵平衡二叉树,belg,平衡二叉树,左子树,0,18
完全二叉树的核心特征是：若设二叉树的深度为h，除第 h 层外，其它各层 (1～h-1) 的结点数都达到最大,b-belg,完全二叉树,二叉树,0,14
堆是一种特殊的完全二叉树，对于每个非叶子节点，其值都大于或等于（大顶堆）或小于或等于（小顶堆）其子节点的值,belg,完全二叉树,叶子节点,7,18
二叉搜索树是一棵空树或者具有下列性质的二叉树：若它的左子树不空，则左子树上所有结点的值均小于它的根结点的值,b-belg,二叉搜索树,二叉树,0,19
完全二叉树是深度为k的具有n个结点的二叉树，当且仅当其每一个结点都与深度为k的满二叉树中编号从1至n的结点,b-belg,完全二叉树,二叉树,0,18
栈是一种只能在一端进行插入和删除操作的特殊线性表，其插入操作称为进栈，删除操作称为出栈，遵循后进先出的原则,anto,插入,删除,11,14
顺序查找的核心特征是从数据序列的第一个元素开始，依次逐个检查每个元素，直到找到目标元素或遍历完整个序列为止,rely,顺序查找,遍历,0,44
二叉搜索树是一棵空树或者具有下列性质的二叉树：若它的左子树不空，则左子树上所有结点的值均小于它的根结点的值,b-belg,二叉搜索树,二叉树,0,19
完全二叉树的特点的核心性质是若设二叉树的深度为h，除第 h 层外，其它各层 (1～h-1) 的结点数都达到,b-belg,完全二叉树,二叉树,0,16
线性查找是从线性表的一端开始，依次将每个元素与要查找的关键字进行比较，直到找到匹配的元素或遍历完整个线性表,rely,查找,线性表,2,6
比较排序是基于元素之间的比较来确定元素顺序从而进行排序的算法其核心性质是通过比较元素大小来逐步构建有序序列,belg,比较排序,排序,0,25
链表是一种物理存储单元上非连续、非顺序的存储结构，数据元素的逻辑顺序是通过链表中的指针链接次序实现的线性表,b-belg,链表,存储结构,0,20
无向图是一种图结构，其中边没有方向，即如果存在一条连接顶点u和顶点v的边，那么从u到v和从v到u是同一条边,b-belg,无向图,图,0,6
连通图是指在无向图中任意两个顶点之间都存在路径，或者在有向图中对于每一对顶点u和v，都存在从u到v以及从v,rely,连通图,无向图,0,6
有向图是由顶点集和有向边集组成的一种图结构，其中有向边是顶点的有序对，表示从一个顶点到另一个顶点的单向关系,b-belg,有向图,图,0,18
有向图是由顶点集和有向边集组成的一种图结构，其中有向边是顶点的有序对，表示从一个顶点到另一个顶点的单向关系,b-belg,有向图,图,0,18
连通图是指在无向图中任意两个顶点之间都存在路径，或者在有向图中对于每一对顶点u和v，都存在一条从u到v和从,rely,连通图,无向图,0,6
完全二叉树是深度为k的具有n个结点的二叉树，当且仅当其每一个结点都与深度为k的满二叉树中编号从1至n的结点,b-belg,完全二叉树,二叉树,0,18
链表是一种物理存储单元上非连续、非顺序的存储结构，数据元素的逻辑顺序是通过链表中的指针链接次序实现的线性表,b-belg,链表,存储结构,0,20
连通图是指在无向图中，若任意两个顶点之间都存在路径相通，或者在有向图中，对于每一对顶点u和v，都存在从u到,b-belg,连通图,无向图,0,6
树的高度是从根节点到最远叶子节点的最长简单路径上的边数，它反映了树的层次结构深度以及节点分布的最大层级跨度,rely,树的高度,根节点,0,6
路径是图中从一个顶点到另一个顶点的顶点序列（对于有向图，路径是有向顶点序列，序列中相邻顶点之间存在边或弧）,none,路径,有向图,0,24
数组是一种有序数据集合，其中每个元素具有相同的数据类型，通过一个统一的数组名和下标来唯一标识和访问各个元素,b-belg,数组,集合,0,9
路径是图中顶点与顶点之间的边所构成的序列，且具有有向路径与无向路径之分，有向路径的边有方向而无向路径的边无,syno,路径,路径,0,26
完全二叉树是深度为k的具有n个结点的二叉树，当且仅当其每一个结点都与深度为k的满二叉树中编号从1至n的结点,b-belg,完全二叉树,二叉树,0,18
完全二叉树的特点的核心性质是若设二叉树的深度为h，除第 h 层外，其它各层 (1～h-1) 的结点数都达到,belg,完全二叉树,二叉树,0,16
循环链表是一种链表，其尾节点的指针指向头节点，使得链表形成一个环，从链表中的任意节点出发都可以遍历整个链表,b-belg,循环链表,链表,0,7
图由顶点集合及顶点间的关系集合组成，顶点集合不能为空，顶点间的关系集合可以为空，顶点间的关系是一种二元关系,none,集合,集合,4,13
满二叉树是一棵深度为k且有2^k-1个节点的二叉树，其每一层上的节点数都达到最大值，叶子节点都在最底层，且,b-belg,满二叉树,二叉树,0,22
满二叉树是一棵深度为k且有2^k - 1个节点的二叉树，其中每一层上的节点数都达到最大值即该层的节点数为2,b-belg,满二叉树,二叉树,0,24
有向图是由顶点集和有向边集组成的一种图结构，其中有向边是顶点的有序对，表示从一个顶点到另一个顶点的单向连接,b-belg,有向图,图,0,18
完全二叉树是深度为k的具有n个结点的二叉树，当且仅当其每一个结点都与深度为k的满二叉树中编号从1至n的结点,b-belg,完全二叉树,二叉树,0,18
有向图是由顶点集和有向边集组成的一种图结构，其中有向边是顶点的有序对，表示从一个顶点到另一个顶点的单向关系,b-belg,有向图,图,0,18
二叉搜索树是一棵空树或者满足若其左子树非空则左子树上所有节点的值均小于根节点的值、若其右子树非空则右子树上,belg,二叉搜索树,左子树,0,16
完全二叉树是深度为k的具有n个结点的二叉树，当且仅当其每一个结点都与深度为k的满二叉树中编号从1至n的结点,b-belg,完全二叉树,二叉树,0,18
满二叉树是一棵深度为k且有2^k - 1个节点的二叉树，其中每一层的节点数都达到最大值，即第i层有2^(i,b-belg,满二叉树,二叉树,0,24
满二叉树是一棵深度为k且有2^k - 1个节点的二叉树，其中每一层上的节点数都达到最大值即2^(i-1)（,b-belg,满二叉树,二叉树,0,24
父节点是在树形结构中，其直接有一个或多个子节点与之相连，处于比子节点更高层次且具有一定层次关系和关联的节点,belg,父节点,子节点,0,20
链表是一种物理存储单元上非连续、非顺序的存储结构，数据元素的逻辑顺序是通过链表中的指针链接次序实现的线性表,b-belg,链表,存储结构,0,20
满二叉树是一棵深度为k且有2^k - 1个节点的二叉树，其每一层上的节点数都达到最大值即该层节点数为2^(,b-belg,满二叉树,二叉树,0,24
链表是一种物理存储单元上非连续、非顺序的存储结构，数据元素的逻辑顺序是通过链表中的指针链接次序实现的线性表,b-belg,链表,存储结构,0,20
树的节点的核心性质是每个节点有零个或多个子节点，且有一个特定的根节点，除根节点外每个节点有且仅有一个父节点,belg,树的节点,子节点,0,20
有向图是一种图结构，由顶点集合和有向边集合组成，其中有向边是顶点的有序对，其方向是从一个顶点指向另一个顶点,b-belg,有向图,图,0,6
顺序查找是从线性表的一端开始，依次将每个元素与要查找的关键字进行比较，直到找到匹配的元素或遍历完整个线性表,rely,顺序查找,线性表,0,6
有向图是由顶点集和有向边集组成的一种图结构，其中有向边是顶点的有序对，表示从一个顶点到另一个顶点的单向关系,b-belg,有向图,图,0,18
堆是一种特殊的完全二叉树，对于每个非叶子节点，其值都大于或等于（大顶堆）或小于或等于（小顶堆）其子节点的值,belg,完全二叉树,叶子节点,7,18
完全二叉树的核心特征是：若设二叉树的深度为h，除第 h 层外，其它各层 (1～h-1) 的结点数都达到最大,b-belg,完全二叉树,二叉树,0,14
图由顶点集合及顶点间的关系集合组成，顶点间的关系通过边来表示，图可以分为有向图和无向图，有向图的边有方向，,none,集合,集合,4,13
二叉树遍历的定义的核心性质是先访问根节点再递归地访问左子树和右子树（前序遍历），或先递归地访问左子树再访问,rely,二叉树,遍历,0,3
数组是一种有序数据集合，其元素具有相同的数据类型，通过下标来唯一标识和访问，并且在内存中占用连续的存储空间,b-belg,数组,集合,0,9
完全二叉树是若设二叉树的深度为h，除第 h 层外，其它各层 (1～h-1) 的结点数都达到最大个数，第 h,b-belg,完全二叉树,二叉树,0,8
满二叉树是一棵深度为k且有2^k - 1个节点的二叉树，其中每一层上的节点数都达到最大值，即第i层有2^(,b-belg,满二叉树,二叉树,0,24
链表是一种物理存储单元上非连续、非顺序的存储结构，数据元素的逻辑顺序是通过链表中的指针链接次序实现的线性表,b-belg,链表,存储结构,0,20
二分查找是在有序数组中通过不断将区间分成两部分并依据目标值与中间元素的比较结果来确定目标值所在位置的查找算法,rely,二分查找,数组,0,8
回路是指在图中从一个顶点出发，沿着边连续移动，最终回到起始顶点的路径且路径中除起始顶点外其他顶点不重复经过,belg,回路,路径,0,32
图的边是连接图中两个顶点的线其具有方向性或无方向性且在有向图中边有明确的起始顶点和终止顶点在无向图中边所连接,belg,图的边,有向图,0,27
队列是一种特殊的线性表，其特点是先进先出，即先进入队列的元素先出队列，它有队头和队尾，在队尾进行插入操作，,b-belg,队列,线性表,0,8
堆排序是一种基于堆数据结构的排序算法，它将待排序数据构建成一个堆，通过不断取出堆顶元素并调整堆结构来实现排序,rely,堆排序,堆,0,8
连通图是指在无向图中任意两个顶点之间都存在路径，或者在有向图中对于任意两个顶点u和v，既存在从u到v的路径也,rely,连通图,无向图,0,6
非线性结构中至少存在一个数据元素有两个或两个以上的前驱或后继且各数据元素之间的逻辑关系不能用线性序列简单描述,belg,非线性结构,数据元素,0,12
邻接表是一种用于表示图的数据结构，它通过为图中的每个顶点建立一个链表，链表中存储与该顶点相邻接的其他顶点信息,belg,邻接表,链表,0,32
队列是一种特殊的线性表，其核心性质是只允许在表的一端进行插入操作，而在另一端进行删除操作，具有先进先出的特性,b-belg,队列,线性表,0,8
堆排序是一种基于堆数据结构的排序算法，它将待排序数据构建成一个堆，通过不断取出堆顶元素并调整堆结构来实现排序,rely,堆排序,堆,0,8
交换排序是一种排序算法，其核心性质是通过比较元素并交换不满足顺序要求的元素位置，逐步将无序序列转换为有序序列,b-belg,交换排序,排序,0,7
数组的核心特征是具有相同数据类型的一组数据元素，这些元素在内存中按顺序存储，可以通过下标来唯一地访问每个元素,b-attr,数组,数据类型,0,12
二叉搜索树是一棵空树或者是具有下列性质的二叉树：若它的左子树不空，则左子树上所有结点的值均小于它的根结点的值,b-belg,二叉搜索树,二叉树,0,20
哈希表是一种数据结构它通过哈希函数将键映射到特定位置来存储和检索数据具有快速查找平均时间复杂度接近常数的特点,rely,哈希表,哈希函数,0,13
图的边是连接图中两个顶点的线其具有方向或无方向且有权值或无权值不同类型的图边的具体特点根据图的类型如无向图边,belg,图的边,无向图,0,50
完全二叉树是深度为k的有n个结点的二叉树，对于树中的任一结点，若其序号i满足1≤i≤n，则其左孩子序号为2i,b-belg,完全二叉树,二叉树,0,17
数组是由相同类型的数据元素组成的有序集合，具有存储相同类型数据、元素有序排列且有固定存储位置和大小等核心性质,belg,数组,数据元素,0,9
数组是一种有序数据集合，其中的元素具有相同的数据类型，并且通过一个统一的数组名和下标来唯一标识和访问每个元素,b-belg,数组,集合,0,9
顺序查找是从数据序列的一端开始，依次将每个元素与目标值进行比较，直到找到目标值或遍历完整个序列为止的查找方法,rely,顺序查找,遍历,0,40
队列的核心特征是先进先出即元素按照进入队列的先后顺序依次从队列中取出排在前面的元素先出队排在后面的元素后出队,syno,队列,队列,0,19
链表是一种通过指针将一组数据元素按顺序链接起来的数据结构，每个数据元素包含数据部分和指向下一个元素的指针部分,rely,链表,指针,0,7
完全二叉树的核心性质是若设二叉树的深度为h，除第 h 层外，其它各层 (1～h-1) 的结点数都达到最大个数,b-belg,完全二叉树,二叉树,0,13
线性查找是从数据序列的起始位置开始，依次将每个元素与目标值进行比较，直到找到目标值或遍历完整个序列的查找方法,rely,查找,遍历,2,42
完全二叉树是深度为k的，有n个结点的二叉树，对树中的结点按从上至下、从左到右的顺序进行编号，如果编号为i（1,b-belg,完全二叉树,二叉树,0,18
数据的物理结构是数据在计算机中的存储表示形式，其核心性质包括数据元素的存储方式以及数据元素之间关系的表示方法,belg,物理结构,数据元素,3,30
有向图是一种图结构，其边具有方向性，即从一个顶点指向另一个顶点，这是有向图区别于无向图的核心特征，通过有向边,b-belg,有向图,图,0,6
顺序表是用一组地址连续的存储单元依次存储线性表中的数据元素，使得逻辑上相邻的元素在物理位置上也相邻的数据结构,belg,线性表,数据元素,20,25
二叉搜索树是一棵空树或者是具有如下性质的二叉树：若它的左子树不空，则左子树上所有结点的值均小于它的根结点的值,b-belg,二叉搜索树,二叉树,0,20
图的边是连接图中两个顶点的线或弧其表示顶点之间的某种关系并且在有向图中边具有方向无向图中边无方向且边可能具有,belg,图的边,有向图,0,31
